,id,name,nationality,city,mobile_number,alternate_mobile_number,primary_email_id,alternate_email_id,birthday,tagline,hastags,about,gpa,company name,industry,locality,country,language,industry_knowledge,tools_and_technologies
105,105,Jamie Ortiz,El Salvador,Nueva San Salvador,8301284164,9161222791,lo68ji3fan@gmail.com,tykf7le1e1@outlook.com,26-04-2015,GZNFbNCdqFhxZATFdthxVBQcF,#aesqRtF,tWOyYzVGIaXYyeoPjuLEsTCgTWTGtseMdDwWbQqRLGgSwINTmOHrsUmbYHebXnZhKhrPdjZfvyKjhnFfwpFDWAhAERCpDuNaglljGuSWCmvknlhsiYYWylGcCQNRTQQdXgBBVTQBXsaOyhXEsJrldZCRtMGKOzmuvFziUKTXFKAmqATlxarOjDLGosqiGZdRSnYxMiktlvkIkvSQboPvPUFxIAySWswuUuweLEYMlvjfKhMzNCAQsEqJej,3.34,roche,biotechnology,"basel, basel-city, switzerland",switzerland,Turkish,Kronos Workforce Payroll,Time accounting software
106,106,Ryan Barrett,United States of America,Chicago,9456163739,8820174697,pq5yodbqzu@gmail.com,xggu39ertf@outlook.com,19-01-1968,uIIMSaWuoMiEWNJtYQxAMcxCb,#VLusdqy,CXgubQPACOfZlJncBsTwzJRCZNtzKcrarHLRPeOlkWItNofQOaluIDmcZeBfFdIWGnHbZlQPKKDaxvqXVjagIkNIjhGJobPjYYyKgBaMnfBADIKfPsdHunqAVlSzXlQuGbnsofVyJfUhuvYzPpqmQHjtWIGRTCSReapfaYPvAyjGeKuhFxcwuOoWpwwLpPqdIgthRUAMWnJFzAQJbGqcbYVIRpXzFVUrLJPsbiaWrGVSyXrOdsdAlNXesO,3.5,american express,financial services,"new york, new york, united states",united states,Estonian,Kronos Workforce Timekeeper,Time accounting software
107,107,Samuel Palmer,United States of America,New York,9624315670,9943957063,kyfwgit1fj@gmail.com,t7mpk2j9xf@outlook.com,26-04-1993,wjnbOiFTiIaSxQVYswCeahSlf,#ArejKMY,ZRIxKFJVteDoyFmSFFtvGssFjtPVuSUesiPaqkxyxdZEkQAYGpLDSZYCEduSNRnoSaghLbTBJuxsVwqYRypRAWxUdbsYMlNMbKmGEJmdtuzgnxaZADLVhUHTvwqgmZSViskAHtKyRXIvzaCMwPDspPqOGacRsxrpbEkleRlNZzjeXAaiddNXsguhemwUVSKKndAWMnRHcOWiwjejJYtekdghqsuYhINDguXzgkmfTwkjXCvXKTmLUpnexH,2.97,samsung electronics,electrical/electronic manufacturing,"none, south carolina, united states",united states,English,LexisNexis,Information retrieval or search software
108,108,Riley Mcloughlin,United States of America,Los Angeles,9519416191,8046431687,yeaa1iyo0x@gmail.com,i40u3q1c3z@outlook.com,14-03-1999,rnfxhAdToSCUYaAvfAZjolHWT,#RTWoUCN,tvkIJfnoHaYRJYrrKVNbZleoMXbxzNmeUjeXzIqJJdkKqMmFOQoXWrQrYYhtatJuMrUTTmvoPjfTRxPTHTnOWZslHgAkrZsyFlQBeQwwPFGvkIsvOyIXwdyBBKNPqQNObXanatiJNrJeuClvmBsQFzvzZJQwjVGkNBHdMBzggzlhUYeBOzsAySlVUxiPhRbZrjCcESOoMdqCoKceuReXExltjKtxgwaoGdDRqeVNMVCNZaBdQtPYwOoKzE,3.06,macy's,retail,"cincinnati, ohio, united states",united states,Swedish,LinkedIn,Web page creation and editing software
109,109,Aimee Apelyan,United States of America,Joliet,7104009864,7879298512,2v6v6z7dpr@gmail.com,dfdgvw3dyb@outlook.com,24-09-2018,gaAZWmWuTVTfbQVTQMYjPvhOp,#DgFXdzM,BBMCjGfDQCWSGAbLswvhHgDNsoJQWwGVALHdbaZGKAnHEKrbVYOEgpFjlmFSSnamjJZoCIkUxjQzRgdhkZRsMdulpHJTPScUMsNTZronzxkpqutAXfNytOKzcTIiXpkdIKsGuoBnXNqUsJLMjBoNKTEDSYvLAuIXfJhBIjtbJDqFVuuNbgxVtUaeZTbRcToDQnylOUgShoTatiNgzNSLtHnIircniGJNUNapGKMRvnOCXiFFnLBtviyxiZ,2.64,thomson reuters,information technology and services,"new york, new york, united states",united states,Japanese,LSA Visual Easy Lean,Materials requirements planning logistics and supply chain software
110,110,Maryah Falloon,United States of America,Phoenix,8625872467,6787437664,utoz26gpar@gmail.com,shlglnbyg6@outlook.com,07-03-1967,jCbNqgnBmBELxFmgVghQfyLUr,#BihuKIY,zFbvNxfoCCxJTpezyBjfnkIVziJcAboYuTEwWDBbhUPQqiVsTkHvJdVWoHMrqczSvxDARwQAqPsKMBQkMOLqHtQtuFhsIaQLlrkLEJlDzGMhmTEqOBuFliRsPbSseYfqRUYvotquvxwtcKNsropFXZMAvxiFDPKJjwAbfQydHrVjKgqDMrzQDbrUjgZECXhxSYYWgZNLkgpmlKTmEEvbILZxioItVcpASMmIoSVjVflOPTmKXociHeciiQ,3.24,ministerio de educación,education management,,,Chinese,Marketo Marketing Automation,Sales and marketing software
111,111,Lucille Mitchell,Canada,Edmonton,8094413470,9095503522,bvx9d39g12@gmail.com,y6qq5gh9q0@outlook.com,21-04-2008,sowKzIYMYICLPwAmGThkDsfVx,#GFMKlFC,wjRCPItJPYVpWrLbejdLwURvGcrCcDBrSzafkZDmJXouDjXSKFTAoWLyrhIpjbUoynWQMiMvBtbrGiEAthZyLnpKVMAvurgOfnBJEQDfvyskGXdqEeHlinmKBayCwkfeEuWPOObXiHzXRoNOfnztZsHmptYpRuzOylqAHZPNsZlfGHEmaKMumvlsxlRrMxBPeRzQDFKccJVjuSTCeENICNAnoRFPlewMtcNlTAyrNSUMOGGYqWqfaSDMbA,3.38,avon,cosmetics,"new york, new york, united states",united states,Thai,Maximizer Software Maximizer Enterprise,Customer relationship management CRM software
112,112,Christian Zambrano-Munoz,Mexico,Mexicali,7776660002,7681457819,10pw7wt0cr@gmail.com,bhwqjdqsbj@outlook.com,27-11-2014,QJVUBkuVbTBgAEivcKAZCVkjP,#hROCLbb,LwXexCxAoWdpVnPkbEqoDyHvWrZQTKgGNKKJhcGffptrNjYEZhovCMUDXhqVvwEMnBzTasLZWZnVLtkVkyXSNQepUafejqZPIXwXNvGhmuczuHGuwOTBOueMdMiCuBdANfuqgGfZyFQsBCcTPJXFaOjwdvhfXIHzxHqRogfAyoUQAaxllNYZhHSFdocnIItJgCKelFXALTavibDwenCJOzbUzFwCmRgqRSsWHncggEJIJIWgTTmTQvsXzo,2.67,cgi,information technology and services,"montréal, quebec, canada",canada,French,McAfee,Transaction security and virus protection software
113,113,Bryce Vaillancourt,United States of America,Pomona,8730774520,7369491717,0fn1suuptz@gmail.com,dr52v1dz26@outlook.com,18-01-2019,UAthkKnvaEFSbqBkHNHJRMKiF,#qUYALVE,yNCyUgCCpUDGTmQxKCxBMCVxsGDvqReOeTIbeLTmmxWyDNMUHlUsaVoYjJeRDmhEUbgVUXkzcmvtfowWHHQFeMazhVYsYViUYQjItRPsoBYmrHakGFgasbQVOsyuMxZruIWLlSwXseiwZiQDStDVMpMmvuZbmFiUpQgQmMLFzxKcQudwpBFutFQGMOaByjuOCtORicXgxUZoOMRVzStBscSBNmiqaEglDHfipsApJcvctbbgjPqCLnjRmu,3.31,cvs health,pharmaceuticals,"woonsocket, rhode island, united states",united states,Arabic,Microsoft Access,Data base user interface and query software
114,114,Brandilyn Collins,United States of America,Los Angeles,9357346127,9664272723,wrrfxqy15r@gmail.com,tml5xdlg6q@outlook.com,02-11-2001,ZMUlugjDsVfNuGIRsIceQpxUu,#uyzwZHo,MSmssgQbrnXEqJiQvpmvAecJxnRHvDabTPDaTiTkLkKVjlLcseCTUjFPSNZLoRHnUamFbFXShgnFEAUpgJwcMtTLpUlkAKFrnOBteKcaIayVdzLYHfuJXhtsyMIUgTJbuYKppasbPDyYBvLSjODjWUanDRaOLUNGUiVgfHlWNkBTmVxTJsmhVTmGcXoJpOeWbnswANJSZEPjKMkedLPZFCVukFQUGKqkaEqilEgUqpXtqlICTzIFDNVURc,3.74,halliburton,oil & energy,"houston, texas, united states",united states,Romanian,Microsoft Dynamics,Enterprise resource planning ERP software
115,115,Konner Gearhart,United States of America,New York,9241352535,9898934490,cfycmies1w@gmail.com,y8q9xr7yej@outlook.com,17-08-2020,ZWvIcYRYxwvzGtRWYgtLPuKox,#KSJsMZp,VzmNUpQKDeMlyRIWEMAIhCyJubLAnfvXPGglakrPHBlFJKiflNsMDhZAcjkDYfbsqWujypMCSPpLExnFNjxhpNWTCwWSeMrrKFfzMXlzIHjQkIGtGTqNGIHhvfDHowxEhesmeZAhahkDaKKJMZDsdGxpelZNSgFxxiVfpgVyweEUGcqhAUVaHyPTAkIfjPMjjdeNeoczVirSnFOpjYrTNWmNjzeYsGcmotUJhFbSjwfkqHZDEDSjGNXGhZ,2.93,atos,information technology and services,"bezons, ile-de-france, france",france,Spanish,Microsoft Dynamics GP,Enterprise resource planning ERP software
116,116,Andrew Houghton,United States of America,Spokane,8234589863,9786441545,8ubrfvplbq@gmail.com,005iio020w@outlook.com,25-10-2020,UlrmECXXYDpNrDHbUeXlHNdtF,#PtLEDiq,NRuRWeNnXvUHVDbkGjhhVBVWzXHuiHbVLhxVtEoNiZOIobbuTJtltrMdiXKtjEegJzmEqYtUPoJDppRnyvGPAubgWEqGltjEZZPxWLParNqlyOodChGhSNuKqcDlEOybTdbyxltZPWvOfWgoyFpEXUFIHhBRSCxwhcCLftYLIPeQOtBQBcGRsCtMBsIgAUgRdMpFaicjLNiABaGiFeimmIBSpBjoXCqOigIrxgpowkMdRisJgeFnFylCls,3.53,pcs informatica,information technology and services,,,Arabic,Microsoft Excel,Spreadsheet software
117,117,Marisa Ramey,Mexico,Mexico,9164247713,9285269601,qpl4v02pzl@gmail.com,kw4elki0wq@outlook.com,05-05-2022,fiEPpNFGlfJFWmUFtcurQABpx,#JcCUxrB,wdhOWDppXiTfeINbAEgYMxFdWoPJkomIzRLYnFzgtlQRfzccmvWiEffsLLlEBsHiTvdMGmAeIjzSHBAIgSMMStKUXdNVqVjzZnscDOZxjsdskPxKxHqPbfmUBJDMSXJEOFHZctAOqjZtrZveRQJtnpbqWMxJWdoWJNoqhUnjbeqxtJYKOinQPBbhPVSsBjGuWeCSDuUiqfkEcMKpZGGHfCfdsxyWCVvcpXbaGCaGQNSNShrKJPiMcUMdrb,3.11,ge healthcare,hospital & health care,"buckingham, buckinghamshire, united kingdom",united kingdom,Korean,Microsoft Exchange Server,Electronic mail software
118,118,Magdalynne Noah,United States of America,New York,8616208482,9221351696,cl9a9d1xnx@gmail.com,btgz7tgsr4@outlook.com,08-08-1983,QEcQWAfOdTCmBVFbpPfdPPAkG,#FAlMQsZ,zufMoiLBFWQhOomJhhSuykJrXVbAqvldpfsfPixnQVjCABFmjnnvmjOHaoZhfZitAHobctaVHhOkfCbHIJXoPWvxuxYcBhTQyLQHJhWPbOImPoGjUzBBccJREGwObDGhtjFcsOibKVViUCYJBHKIhOXSOyiyELZuOokLgdTcBIcMEIrLVlOlzyMuHLYlMfmqxGJcFyTxLFQyrnHOcphIYEuBXyYEAfrXLKTmOQuZIAElTDkSIoTwdOhazt,3.07,csc,information technology and services,"falls church, virginia, united states",united states,Thai,Microsoft FrontPage,Web page creation and editing software
119,119,Megan Salamena,United States of America,Los Angeles,7620400616,8680979158,dkzzl77wr4@gmail.com,r29ie6xytn@outlook.com,13-02-1973,nfqMhvtbIZFKpGirkRzfWJkDN,#DBWJvJo,uAyJiSqHcmWyNNvvkBuanVuXqRSruAasFGxXKkfOdYfsKGYizhBSbbhLkwcmqjsEjKMFtwmSlFudhlWAcVpvCufdAAmNpeLSyLsPHJYLaETfStwquFyRLsfbeitUWStuOxsITxpAUrgNZUaWqaghEEjCIJIiRyjYhPOcDKmlEMwBIDsKRJrhXcTzTbsMFxHcwMJpSNPQJvzyrAujUqGjExVIvjqxghUCaqrTtVOHYBqOSvukyKwkvcRgEW,3.26,merck,pharmaceuticals,"kenilworth, new jersey, united states",united states,Arabic,Microsoft Internet Explorer,Internet browser software
120,120,Meghan Arnold,Russian Federation,Saint Petersburg,8226975894,6902321770,tm9ddva2y7@gmail.com,ye6hy0asr5@outlook.com,16-11-1986,BHVmoaLtHllBMmiRUHaaDWKWc,#oHgGgBo,AFaGNLHnVGjaJwoxUyJaaFtjuvCKbiHIeNhZzpKPmvNClEEmAaFusEYgDHlaFnIuGjVzULCVBHQGEOnsSvMNjAicLTgeDuDTuOuOBQLBLHbcGrLJOzcziLvHpBYZtWOwNpnlSeiZAqEOVTkwAJtgAvDMAxlkUTUAMqCVoXZuSgCilzSUMYUfjMNvombgdsZXNUmVRpTVXzoLhoVbnqLgpIstvtTIOwsWBLHZWEPZPwMxKKxzuSDvNPrFOQ,3.22,kpmg,financial services,"new york, new york, united states",united states,Estonian,Microsoft Office,Office suite software
121,121,James Rice,Canada,Toronto,7470162475,8269170808,5ljxxe3fvf@gmail.com,vit6ohwmsi@outlook.com,20-08-1977,eHYRwLmJGwScJuQfIOnJBrwyK,#mbkNOYE,kCmhRKsGbpHOTkQHeaNWfPMDKZmGPXPPchPcEicLzKwErNViuWWBEddbXoGpPFsTzDhWCjDULGgKapVrruVFxQidHxBiiFYZvNfHuZZCcZrAcGhLBaRDefWJCjVHcsFUiVgEUDVXXwtoGxKMaigzKrHAbeioRBZRyiKYlqWtYNQziJrvLKVzbFTdCWXyzQrlXoNCGwnhuQOjwzWPuUrQdemACkgVimfEXvfkNFFAMlPeQGeCxemvmrPOeE,2.89,banco santander,banking,"boadilla del monte, madrid, spain",spain,Pushto,Microsoft Outlook,Electronic mail software
122,122,Wesley Nunn,United States of America,Los Angeles,7718992610,9519641679,hjj0wvjfdi@gmail.com,1oj9fpc6j7@outlook.com,12-04-1970,zWVoypzXDAxJuZCTQUMiDMVxe,#wpmNzft,kQoxUsAGbwYhKEHLwgthLlCtFTJCEbRONpqXatKllAznMMimqzGuoOyiOAlrDlQUJeXiULFHvzeBbMyCyaoRbiQBdKNHHWYABMoqBBhkBxqUdnGHUqUCqcafLxKLjtlmTBpkHOgzRCIHLcbdNWHybyKcIIYeRxQRJhLdtAgEXDaNEbgrgfNNlqzmkohSCWXxWhNjBcFJLcszcADBTDjLGZGaLEDPmVBEwPzQpqZfqOeIseZMkaHYIezaQw,3.19,scotiabank,banking,"toronto, ontario, canada",canada,Chinese,Microsoft PowerPoint,Presentation software
123,123,Gareth Newkirk,United States of America,Los Angeles,8558585736,9669339260,98x67fand8@gmail.com,e6iatp00l7@outlook.com,12-01-2004,tbhUrWgbiInpzatqwfzaGlYgj,#jBuQxii,DuNVeJQIuMBYFuKYRoYhCimjTomlTMyekEztUZTZkSBZqCAbVfqqpZvhKMqnboytohXtFpqHsWRImJJKDFOLaduanUBcUWVVTsAzYmSLjhcgfLyNiqWLCJCRgwlpBINOgRbgOwdHTopNGarWoxuXScoXbNYTVLkLQWAwDVYAhFyVNFiQIslHAcyiqnrpRtakfbtzCuLmaJHeHVsNvsvqOAVVsSrnxqPoGOwSKEvhxMvJrRzsYLEwPejdsX,3.32,dxc technology,information technology and services,,united states,Japanese,Microsoft Project,Project management software
124,124,Austin Harline,United States of America,Las Vegas,8717842017,7335811433,1omy39cynu@gmail.com,ayr9szb8dq@outlook.com,11-07-1992,jDoQPUUXLaWxhWEpgBWBgoLQp,#hKWVXWs,eSQtNjaeaGZsmlEPUagxoyuqeAiZNnqfcbQvCfCFYVCSrGFwpaFVWaGibyaxhzwUCPLVjBzuXtXqeujonTlICjwCrzzphLuWmSLamvshGPWgfBpkdqiISKWOyyqQYyLlXSSLyntxwXfoYySINGAjwmGNtHBLAXcEmdtKFqGNpIAsbmwftWfTkigyorHGYvBvfzcYwaGfgBjgyJHtACayUHwdlRRYGvLNWYAKYTJrqoBOOsDDbnvhoebgZX,3.66,johnson controls,mechanical or industrial engineering,"milwaukee, wisconsin, united states",united states,Turkish,Microsoft Publisher,Desktop publishing software
125,125,Courtney Martinez,Mexico,Aguascalientes,9213507288,6745425798,o4sb2rr2sd@gmail.com,qjyxtqs9pz@outlook.com,09-06-1972,wQyYjQEHcyWqUBQiWYQskGFoU,#LZAHyAj,jlIZPYGgqNXKedSSlUdrRrvlttDQYCDTNYehXNHOtWjgccLJYOHqjhwtAFkKjKfxPGDdCohwVRNONDMHxYsDueuiZtOCAwhwluTLmAgluCsFtstVhEyMKLqGeeCcfDvTBCcCCjZpIvWJWFPhcEzhwcFJxJszEVtXtzzxaWeBvpTOzKgIXIcXparYxOJyvMoYQfCjpngTkbsTLwpwfbVvfDFbWMuvRZwEeArjeBWbbIYQvWNWFhDNXUYmiS,2.95,posteamos.com,broadcast media,,,Estonian,Microsoft SharePoint,Project management software
126,126,Alexandra Graham,United States of America,Los Angeles,8165045803,9056810230,klmlw3oi0u@gmail.com,rmp7jtraaa@outlook.com,28-03-1979,iCAOhYeclmWvRCGUSOUggJDox,#tzQXmAI,BpaNgIvWYoGqmigYCSQXdCQqJgANwwFOyjxubidtzHQeqmTZAlwJVKENfMtQpsgrZpBqvnYbieMsoPDiLGHDSpuSuVVhVaSjitOMAPwsaSjVdrsUVjiymvoIuNKWNIkawONzSqqZwEZATHwWtNmtSlKAehnrcQLBOmSGjWiomHCQmWyXxqYTNhztBTJeWBqFwGifZoiKawKdlUyuRZLmTlvjnRBwbJsruUMdFJLpXtHNcbSCdNOCsyuLjN,2.82,allstate,insurance,"northbrook, illinois, united states",united states,Russian,Microsoft SQL Server,Data base user interface and query software
127,127,Alexander Swearingen,United States of America,Los Angeles,6731079930,9964092741,yr4lkxnxlb@gmail.com,ft3w5269el@outlook.com,02-02-1968,qAguZNvIcpjHBmwaoDbJRdaik,#YdFCotP,gjjqbxZrDmOFubmAyegUNYokquTWMddOJXUIRMftBhYfNTmLpYAiyWtEttvTJAHRVYGgcTmxLlHlcSvTmdVjMlghxmlobpjUtXVAPiEygEmZZFFFkITgNHvcnodGJdBOHaHNVYaDntofXZCnZqMAhiEUDFcvxvznznggqZIgawtGefbyQgGohtRYPFNflHhzTxilUVtMAIOocuHJEwhqUSHvaDJwnwtEvkNKzKNujhDlSsFMdMJauiwjrx,3.67,petrobras,oil & energy,"rio de janeiro, rio de janeiro, brazil",brazil,English,Microsoft Visio,Graphics or photo imaging software
128,128,Brandy Waldner,Germany,Zülpich,8755568636,6870405166,u67v4bbmm8@gmail.com,kyc6vxime8@outlook.com,14-10-2001,NaQnEKiZyOtlrljnkFLgkmxZs,#HizAwAF,uqpIxHRtTzLrAAlcHeWVezHXPeGOSWPeXlgDwzJjKfpsqFpyyYECyJyuTjveheerGfdFPKCdHoowlVGknvwMmkVaZQjPNFpkCadQBCosHNJtIUhdXhNiWnWaHVzbodxHpawRUfGkHHmQbycBZAqHzooLGXkdjiocxJaxjqecQcjHmjNwwNaCQsrMakMpcdmmcjVQvuDBNQnVKWJTXDkcCFaVXeVduKmanWrxzsJCHIOFoaDMqmjUSwXOgt,3.67,credit suisse,banking,"zurich, zurich, switzerland",switzerland,Thai,Microsoft Visual Basic,Development environment software
129,129,Coleman Keelen,Spain,Callosa de Segura,7313428935,7427473855,pbyu3a84bs@gmail.com,c1mgdvqrgh@outlook.com,12-10-1970,PYSFCGErnzlsPpqkXzbTarrxO,#zLXVekw,UZDmcNJwfMkIOYrrwCqLgpfNHqnZrqlylhCUbgNyxQuIPbZfCKmPnVtTsftFNBJpYOyXTbFWsDGeQNVfiFuAxvGYwryUdnmYvAuZMbVBqixUaIrEABtYLVGTeaxbwQbCCaldviaFLVFZhXtDtGOyaSlDSotvGVDrNuJChWrjbGeOQbkAkYzEWABBZnfbawnJPLKNMjYsXHJJBUWBOKPOOJLqpeDdVFpSWNfkCrSNSbmVYTdNjrRnYzLKAz,2.19,telefónica,telecommunications,"madrid, madrid, spain",spain,Urdu,Microsoft Windows,Operating system software
130,130,Casey Buhr,United States of America,Phoenix,9090570324,9740188314,c6g6vw6mbr@gmail.com,g6woh54mjh@outlook.com,21-04-1968,iinAbtCgSAcQbkjhKwrNtiFak,#ZLUVqGI,yvGhneDsHhidKgbvOUduyirIPTLDRZtUxLUprifzJMhaTMXRoXcSiEKwvMZapbUrfEWVStiLqwttayiIulwnOwBJGDXQmdeGcKwWEkLlyQvSEppcSyhJBgBgdHRzWxsGauWQDWJVqxfFAFTZnSPGncqeyxBicpvrQIyNxvUYPQYSdMvirlZhWGDoDjgrUIQrSpEwqKaVqjnZgMLhJhtTkuFznvOixlAOgCmQNilatFndipqloggHFpTGvM,3.32,marriott international,hospitality,"bethesda, maryland, united states",united states,Russian,Microsoft Word,Word processing software
131,131,Shauna Sneed,United States of America,Burlingame,7458661298,7445289492,0vtzn96tlg@gmail.com,v6gnw3l5sh@outlook.com,20-12-1968,KIkhNoFXcXQHmUUYHnNPIuHDR,#WFceXKR,wenntTHahamHtvIAhMrPcospsyavxdmLzFjNVnXVKHYaqxOdrVGCpMxxngsDmGoNjpYaUJlgNLXBoQApktIMHKGEfIoeRAYfyOygvQEiaQcReDPoebJUFuocQGBWUtQGsOOEeQVPgrLgZRwZGwnXdxoKjlMGCbZMfRatOqwcXqTqSwEbHjgHPPiSqOUtenlphIAtcvUWLIRLxCRtOeVBkKbIWmPUmTdXmbVICHVxRpgGFfiNSNfZxvydRM,3.48,axa,insurance,"paris, île-de-france, france",france,Russian,MicroStrategy,Business intelligence and data analysis software
132,132,Caitlin Dean,United States of America,Philadelphia,8698579778,9877526398,p61sbal4gl@gmail.com,suyjmtq4pz@outlook.com,04-07-1995,BdrLEmlMLiuwNszWUMgepxSLp,#BmBQNiz,FHNOIFxBSsMnylxjrVyfsUWaWGdowYWdRHHQjiitrjQHQHSWkLXCEGdOClLISrJzDwRsVedTRiaIgFjKHUKxLUyJXINyHzbKPgRYhqDKukwdaYautqjFqRcgNJykBKQslqgUtTRGwYUhJUAqXYlLRtbPKCjjIJbOOyVKRmkeKyceGzJEhSMbxtwVLhpJXxrHCmGCTGMEFVJJnTzZviMejPFlXnUMNhdPMOudPoTnLzlWZheXbkxdRLkazP,2.87,3m health care,mechanical or industrial engineering,"saint paul, minnesota, united states",united states,Hindi,Minitab,Analytical or scientific software
133,133,Andrew Kirin,United States of America,Odessa,8176816466,7674965303,u31udm5q4v@gmail.com,x035rq3q20@outlook.com,03-08-2019,jPAVsLRRqKJjbEicQrVgYhoqw,#SSPPeGU,MLsRcvEwkNPrwwWBfsjAMGfnuWNtuGjLvTUpKLrzqGKSSjOjHVZWypkATNOrBkEtkmxnRJaQkrwbNBqwqZVMdGAwPPoKDnFQdPJtJoiAHYHclewGCiknqMHpeWJYOUIrhZTcmuPOgdcQcbDYwsSQCZWPokxBcpUttUaGcLvbbBmJwEujIjkOsbKyoHYbuFyiycZHflllEcDIMBFXGuyahoJPJsjDYDtbZntepkTwLAgdnrUweYXOZqNSwZ,3.57,standard chartered bank,banking,"london, greater london, united kingdom",united kingdom,Korean,Mozilla Firefox,Internet browser software
134,134,Nadia Minks,Russian Federation,Moscow,6677709840,8594966533,a33kkbmtjz@gmail.com,4231rdy3lm@outlook.com,09-08-1987,WZUjCLQOXrXRTUWTeNYstOBYG,#fCrdMsw,KFIytRBcfkUVgYMlQlErtfqvaJXRWMfTzruKrIDNbRpOTkkBOkosVxLILxzzqItEwxdjGKtPsqgBUhkoWZZTYGIvquasKnJueyzyFenLvjVFlHaQlWNjyvunMbvjxcCNzQpwcfgQHOpKMNSXFvQVThuGfmryTAKniLCloTQjLYrSDpTUMtlshrsCszKjzSXblPWhtxzHZOEMxpDUDHnhNrpxuOpsOdSUMSmgndzRpfyYpXjrvmhkIHnrlB,3.65,xerox,information technology and services,"norwalk, connecticut, united states",united states,Persian,Mozilla Thunderbird,Electronic mail software
135,135,Ivy Lucero,Brazil,São Paulo,9964932070,9196330214,yj7zlmm0m3@gmail.com,gxqx3b22sy@outlook.com,02-06-1988,XigsgpwEJZFwxRjgxDzmhLdfO,#gNUGogI,faeVMKfIQTwqpgfhQcZHuHYiPGbcNwHErnwLYaoAilCovBeWMHnZtwDCReFsdTueWjckkchqItRrJGsGVuOxLxIklekgVLHBlFqFNIXQPrORDmZtGbBrWWjfbUyktUuDrItodEyJxbxlsYWeINxmZRypwqnZBBMCmrJODTPlicIFRYunkaEYSdbZVPsxNsfSzlVYyLNqKlnCQnJLifKZNrasdHGCFXkRUCVDGWXphFqAejMXsftKOWwcMn,2.85,cbre,real estate,"los angeles, california, united states",united states,Swedish,Nagios,Network monitoring software
136,136,Kevin Curry,United States of America,Phoenix,7112244397,7616318673,ihvaps27h5@gmail.com,7zr17yu4n2@outlook.com,25-03-2013,jjORZEJMqDIxWFmTMfokhPMlh,#JMiOjJM,PPqKcNyYknNjEAZJcwpFJWwTvWECgaTpyeHBkxlSuVkLYomCxLltQjLLLBkxeHZJrxxchjLPVgYRyaFbafhGsREJUeNlDBsVFGvHajPmfxxiTXqJgViBSywJFJCOAOWcGlegUxAXmYnNNdqYQILeJIeneVpeDbDpZkHTgnCQlQIfIxuVVcdxQzqmISXPwmEJPhRBJGLPgeekROSXepHslaQbEvunnnarPiOCsLLTtSXnCcZRAGEAjfxoYW,3.21,nyc department of education,education management,"new york, new york, united states",united states,Urdu,NetSuite ERP,Enterprise resource planning ERP software
137,137,Charles Cramer,United States of America,East Los Angeles,7390221092,8961749786,2jjnrltuwz@gmail.com,yceg8489rb@outlook.com,03-05-1987,JTtGbbdOLlmAmuBCJHIsioXsp,#gYhSoEU,BgLTGRKqnwdtvWFiwrsbrLBxnJeUSvVkTyLOXkcOkvCxdXZMnGmoGRxZDaXQxyCaZHOEcBXBxepEtqPpBJHPreSKwmFuCMkZwtIWinUdeGnlFvFkPJJBOyzojiSfaFHJXQlOVQkfEEpJssXmhVfylCYmvTbuTXTOppMiLGbZBxOFhLRsSFKKEhXJFebFRMHaxwOKUAnRspbUIQQEsUwhbCdnRHDjEpYioDZcPaZRlSnQSrPEOTnANshrYH,2.35,goldman sachs,investment banking,"new york, new york, united states",united states,Russian,NetSuite NetCRM,Customer relationship management CRM software
138,138,Emily Warner,United States of America,Lodi,8727939828,9714769262,60ycyx3dmx@gmail.com,jtugrht7wz@outlook.com,16-03-1980,bNfvtPPhQFGRnlwNyuxHwZrOt,#fknYLXw,ZluFQtqCKpujCfQbwJvpCowniAcBHEPlkaolOPFXIDPwnDXYcqBALJVKOVDjiYTlyACrrteyrXvLGEEQKvaRQriThUQsEPzVeiGmsdVzQErMXKnUyIuBOtBUAzYAUIoUNtUFMzitudtLXsFynqvutxdvGtGKIIuiqJQSbEhHDRyOTNoSGCaLNGoCUuWEZUiDkFPmiiIbqBzTvYgQeZwwiAIlVwjWkpLOBZRecuHjvuzmgOGlmazjoqkXht,2.4,fidelity investments,financial services,"boston, massachusetts, united states",united states,Latin,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software
139,139,Mckenzie Haycock,Canada,Toronto,8814194475,9143652765,53hae93t9n@gmail.com,d72w3xp964@outlook.com,16-02-1972,XredmLRGQYSpawxoQKKDNJjyQ,#bFyfgrv,OuTWtVgquwVqrcDzwIoyBPnJfMQQAPloggJWOaJiAKlinxXQpBTznlxFfhFYMOAFJCOSFKKuFJXGzWKwiCwxSyIRgaoRdRgENxkFrRBNdqgaCJlzqOeQBDDrqKqUbKgkJAsubpnXxFRjUQzYRuKVeXyHOLqWMzraikImwbJMVNKnChfLqulwnixPFlMgytmQEvDCNQNJerOYURgwjPEkHYVcevzODakqyMsqVRxPILHffPfEgJNflzpryT,2.52,icici bank,banking,"bombay, maharashtra, india",india,Latin,Oracle E-Business Suite Financials,Financial analysis software
